,league_id,date,saison,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal
2097,1729,2008-10-19 00:00:00,2008/2009,10194,8586,2,1
2098,1729,2008-10-25 00:00:00,2008/2009,8472,10261,2,1
2099,1729,2008-10-26 00:00:00,2008/2009,8586,8559,2,0
2100,1729,2008-10-26 00:00:00,2008/2009,8654,9825,0,2
2101,1729,2008-10-25 00:00:00,2008/2009,8668,10260,1,1
2102,1729,2008-10-26 00:00:00,2008/2009,8456,10194,3,0
2103,1729,2008-10-25 00:00:00,2008/2009,8655,8549,1,1
2104,1729,2008-10-25 00:00:00,2008/2009,8659,8667,0,3
2105,1729,2008-10-26 00:00:00,2008/2009,8462,9879,1,1
2106,1729,2008-10-26 00:00:00,2008/2009,8528,10252,0,4
2107,1729,2008-10-26 00:00:00,2008/2009,8455,8650,0,1
2108,1729,2009-08-16 00:00:00,2009/2010,10260,8658,1,0
2109,1729,2009-08-16 00:00:00,2009/2010,8586,8650,2,1
2110,1729,2009-08-15 00:00:00,2009/2010,10252,8528,0,2
2111,1729,2009-08-15 00:00:00,2009/2010,8668,9825,1,6
2112,1729,2009-08-15 00:00:00,2009/2010,8602,8654,0,2
2113,1729,2009-08-15 00:00:00,2009/2010,8655,8456,0,2
2114,1729,2009-08-15 00:00:00,2009/2010,8559,8472,0,1
2115,1729,2009-08-15 00:00:00,2009/2010,8462,9879,0,1
2116,1729,2009-08-15 00:00:00,2009/2010,10194,8191,2,0
2117,1729,2009-08-15 00:00:00,2009/2010,8455,8667,2,1
2118,1729,2009-10-24 00:00:00,2009/2010,8191,8528,1,3
